acidity,sulfur_dioxide,density,pH,alcohol,color,quality
7.3,158,0.9965,3.43,9.6,white,5
7.3,158,0.9965,3.43,9.6,white,5
6.1,161,0.9993,3.34,9.5,white,5
7.4,94,0.9965,3.48,10.7,white,6
6.5,119,0.9908,3.25,12.4,white,8
7.4,95,0.992,3.09,11.1,white,6
7.5,133,0.9978,2.99,8.8,white,5
7.5,133,0.9978,3,8.7,white,5
7.5,133,0.9978,3,8.7,white,5
7.5,133,0.9978,2.99,8.8,white,5
7.8,101,0.9912,3.21,11.7,white,7
7.8,195,0.9928,3.23,10.9,white,6
7.7,190,0.9928,3.23,10.8,white,6
7.4,135,0.993,3.12,9.6,white,6
6.5,222,0.9993,3.18,9,white,5
6.5,171,0.9965,2.85,9,white,5
5.3,141,0.9937,3.36,10.4,white,6
7.2,64,0.9913,3.23,11.4,white,5
6,128,0.9934,3.26,9.3,white,5
6.2,130,0.9952,3.33,11,white,8
7.6,177,0.9983,3.32,9.1,white,4
7,228,0.9957,3.23,9.4,white,6
7,228,0.9957,3.23,9.4,white,6
5.8,99,0.9916,3.18,10.5,white,6
7,144,0.9999,3.22,8.8,white,5
7,144,0.9999,3.22,8.8,white,5
6.9,131,0.9936,3.26,10.7,white,6
6,187,0.9972,3.33,9.5,white,5
6.1,150,0.9933,3.43,10.9,white,6
5.9,140,0.9934,3.49,10.8,white,6
6.2,133,0.9931,3.41,10.8,white,7
7.4,148,0.9976,3.1,9.2,white,5
5.6,198,0.9937,3.3,10.3,white,5
5.8,197,0.9937,3.3,10.3,white,5
5.6,127,0.991,3.34,11,white,7
6.1,189,0.9979,3.25,9,white,4
6.3,179,0.9971,3.36,10.4,white,6
6.4,163,0.9969,3.31,9.5,white,5
6.4,166,0.9968,3.31,9.5,white,5
6.3,166,0.9961,3.24,9,white,5
6.5,151,0.993,3.09,9.5,white,4
7.4,146,0.9973,3.16,9,white,6
6,190,0.9944,3.16,10,white,5
7.1,189,0.9986,3.07,9.1,white,7
7.1,189,0.9986,3.07,9.1,white,7
7.1,189,0.9986,3.07,9.1,white,7
7.1,189,0.9986,3.07,9.1,white,7
5.9,134,0.9972,3.34,9.5,white,6
6.5,138,0.9917,3.33,11.4,white,7
7.7,117,0.992,3.11,12.2,white,6
9,95,0.9932,3.04,11.3,white,6
7.3,136,0.9936,3.25,10.2,white,5
6.6,188,0.9915,3.24,11.3,white,5
6.8,234.5,0.9922,3.15,10,white,4
7.1,86,0.9934,3.15,9.4,white,5
6.8,133,0.9952,3.37,12.2,white,7
7,188,0.9972,3.4,9.2,white,4
7.1,86,0.9934,3.15,9.4,white,5
7.1,182,0.9958,3.35,9.6,white,6
7.8,130,0.9944,3.28,9.5,white,5
6.8,195,0.9908,3.35,12.5,white,6
7.1,182,0.9958,3.35,9.6,white,6
6.1,173,0.9925,3.35,10,white,6
6.4,211,0.9966,3.18,9.3,white,5
7.8,199,0.9972,3.14,9.3,white,6
6.6,101,0.9912,3.29,11.6,white,6
7.1,150,0.995,3.38,12.5,white,8
6.7,130,0.9928,3.36,10.6,white,6
6.4,206,0.9968,3.08,9.4,white,5
6.1,201,0.9955,3.19,9.1,white,6
5.9,224,0.9981,3.23,9,white,6
5.8,94,0.991,3.42,11.8,white,7
5.8,94,0.991,3.42,11.8,white,7
5.7,94,0.991,3.42,11.8,white,7
6.7,159,0.992,3.17,10,white,5
6.8,171,0.9931,3.06,9.7,white,5
5.9,165,0.997,3.24,9.5,white,6
6.4,174,0.9948,3.12,9.4,white,5
8.1,183,0.9923,3.03,11.2,white,5
6.2,201,0.9976,3.25,9,white,5
6.8,114,0.9938,3.3,10.7,white,7
6.8,193,0.9984,3.08,9,white,4
7.2,222,0.9972,3.14,9.1,white,6
6.7,125,0.9922,3.26,10.8,white,7
6.9,136,0.9935,3.31,10.1,white,4
6.1,198,0.9944,3.17,9.9,white,6
6,191,0.9942,3.17,9.8,white,5
5.9,185,0.9944,3.17,9.8,white,5
7.6,225,0.9997,3.16,9.5,white,6
6.3,198,0.9977,3.23,9.5,white,5
6.7,94,0.9912,3.23,11.1,white,6
7.5,204,0.9982,3.06,9.5,white,5
7.5,204,0.9982,3.06,9.5,white,5
7.4,204,0.9983,3.06,9.4,white,5
8.4,197,0.998,3.06,9.7,white,5
5.9,135,0.9894,3.41,13.9,white,7
6.6,84,0.9927,3.22,10.1,white,4
6.4,110,0.9917,3.12,10.5,white,6
5.6,115,0.9904,3.42,12.6,white,6
8.6,41,0.993,2.89,10.9,white,5
6.2,218,0.9941,3.15,10,white,5
7.2,166,0.9943,3.13,11.2,white,6
7.7,130,0.99855,3.11,10,white,6
6.2,98,0.99345,3.14,9.2,white,5
6.1,172,0.998,3.35,9.5,white,5
8.2,128,0.9916,3.1,12.3,white,6
8.2,128,0.9916,3.1,12.3,white,6
6.4,213,0.99475,3.32,10,white,5
6,187,0.99325,3.41,10.8,white,6
6.2,150,0.9933,3.49,10.5,white,7
7.7,221,0.9969,3.06,9.2,white,6
7,157,1.0002,2.96,9.1,white,5
6.2,150,0.9933,3.49,10.5,white,7
7.4,127,0.9937,3.45,10.2,white,7
6.6,178,0.99685,3.02,8.9,white,5
6,182,0.99455,3.5,10.4,white,5
6.9,128,0.9917,3.37,11.7,white,6
6.6,89,0.99035,3.26,12.4,white,8
7.8,122,0.9914,3.14,10.9,white,7
6.4,136,0.99225,3.15,10.2,white,5
6.4,114,0.99155,3.37,11.7,white,7
7,101,0.9954,2.99,9.4,white,5
6.4,157,0.99455,3.35,10.5,white,5
6,188,0.9924,3.12,9.4,white,5
6.5,139,0.99695,3.35,10.4,white,6
6.2,240,0.99655,3.25,9.5,white,6
8.8,49,0.9934,3.01,11.1,white,7
6.6,183,0.998,3.02,9.1,white,6
6.9,191,0.9971,3.28,9.2,white,5
6.4,129,0.9948,3.14,9.6,white,6
6.6,183,0.998,3.02,9.1,white,6
6.9,191,0.9971,3.28,9.2,white,5
7.1,142,0.99215,3.17,10.8,white,7
6.4,129,0.9948,3.14,9.6,white,6
6.9,19,0.9915,3.31,12.6,white,3
5.8,57,0.99115,3.44,11,white,6
7,136,0.9932,3.28,10.2,white,6
5.9,152,0.9977,3.33,9.4,white,5
7.4,160,0.99535,3.17,10,white,5
7.4,113,0.99165,3.26,12.2,white,6
7,253,0.9953,3.22,10.5,white,6
7.2,177,0.9928,3.04,11.5,white,6
6.9,176,0.9958,3.3,9.8,white,6
7.3,175,0.9928,3.04,11.4,white,6
7.2,177,0.9928,3.04,11.5,white,6
6.9,167,0.9964,3.15,10.2,white,6
6.7,160,0.9987,3.16,9.4,white,6
7,253,0.9953,3.22,10.5,white,6
5.9,138,0.9932,3.09,9.1,white,5
7.1,107,0.9907,3.25,12.2,white,7
5.8,175,0.99755,3.42,9.5,white,5
6.8,178,0.99935,3.4,9.3,white,6
7.1,136,0.9932,3.3,9.8,white,7
7.1,134,0.9932,3.3,9.8,white,7
6.9,176,0.9958,3.3,9.8,white,6
7,173,0.99585,3.3,9.8,white,6
6.8,247,1.00055,3,8.7,white,5
5,128,0.9985,3.37,10.2,white,6
6.3,168,0.99505,3.22,9.5,white,6
7.2,135,0.992,2.94,11,white,6
6.7,238,0.9988,3.08,9.2,white,5
6.8,46,0.99175,3.21,10.9,white,6
6.7,113,0.9962,3.42,9.3,white,7
6.7,113,0.9962,3.42,9.3,white,7
6.8,120,0.9942,3.41,9.8,white,7
6.6,140,0.9927,3.12,9.3,white,7
6.6,144,0.9927,3.12,9.3,white,7
6.1,172,0.99985,3.4,9.4,white,5
9.1,124,0.997,3.2,10.4,white,9
6.4,104,0.9918,3.24,12.1,white,6
8.3,98,0.99215,3.02,11,white,6
7.2,197,0.99865,3.12,9,white,5
6.9,178,0.9992,3.37,9.5,white,7
8.1,145,1.0006,3.28,8.8,white,8
6,55,0.99135,3.37,11.2,white,4
7.8,213,0.99715,3.08,9.3,white,6
6.9,178,0.9992,3.37,9.5,white,7
8.1,145,1.0006,3.28,8.8,white,8
7.2,197,0.99865,3.12,9,white,5
7.6,119,0.99815,3.27,9.3,white,6
7.7,117,0.99815,3.27,9.2,white,6
7.7,117,0.99815,3.27,9.2,white,6
5.8,116,0.9949,3.46,10,white,7
7.6,119,0.99815,3.27,9.3,white,6
7.7,117,0.99815,3.27,9.2,white,6
5.9,92,0.99225,3.39,10.9,white,7
6.4,144,0.99445,3.1,10,white,5
5.9,92,0.99225,3.39,10.9,white,7
7.4,173,0.99335,3.03,9.3,white,5
7.2,157,0.99625,3.09,9,white,5
7.8,215,0.9971,3.02,9.2,white,6
6.9,153,0.9983,3.28,9.6,white,6
5.4,113,0.99445,3.42,9.4,white,6
6,75,0.99085,3.34,11.1,white,8
7.8,161,0.9977,3.06,8.9,white,6
6,222,0.9953,3.19,9.3,white,5
6.8,220,0.99775,3.07,9.3,white,5
6.6,165,0.99795,3.41,9.8,white,7
7.3,112,0.99505,3.22,9.8,white,6
7.8,161,0.9977,3.06,8.9,white,6
6.4,205,0.9975,3.17,9.6,white,5
6.2,204,0.99745,3.16,9.6,white,6
6,246,0.9976,3.15,9,white,6
6.2,206,0.99775,3.17,9.5,white,6
6,222,0.9953,3.19,9.3,white,5
6,120,0.9932,3.21,9.2,white,6
6.4,160,0.99405,3.42,9.1,white,7
6.5,166,1,3.38,9.5,white,6
7.9,229,0.99785,3.03,10.5,white,6
6.2,125,0.9939,3.01,9,white,5
8.4,77,0.9939,3.16,11.7,white,5
6.6,133,0.99675,3.2,9.1,white,5
6.2,125,0.9939,3.01,9,white,5
6.6,133,0.99675,3.2,9.1,white,5
6.6,85,0.98965,3.41,12.4,white,9
7.3,212,0.9971,2.96,9.2,white,6
6.8,104,0.99445,3.3,9.4,white,5
6.7,117,0.9945,3.34,9.6,white,6
8.4,77,0.9939,3.16,11.7,white,5
7,167,0.9958,3.26,9.8,white,6
6.8,155,0.9956,3.33,10.2,white,6
7.4,139,0.99055,3.28,12.5,white,9
7.1,90,0.9959,3.16,10.9,white,7
7.1,90,0.9925,3.16,11,white,7
7.3,110,0.9963,3.72,10.5,white,6
7.4,161,0.9935,3.05,11.5,white,4
7.3,108,0.99105,3.36,12.8,white,8
6.9,82,0.99045,3.18,12.2,white,6
7.3,110,0.9963,3.72,10.5,white,6
7.5,108,0.99155,3.14,12.8,white,8
7.3,177,0.99085,3.25,11.9,white,8
7.3,177,0.99085,3.25,11.9,white,8
7.3,177,0.99085,3.25,11.9,white,8
7.5,126,0.9924,3.16,12,white,7
7.6,126,0.9924,3.16,12,white,7
8.7,169,0.99975,3.12,8.8,white,7
8.7,169,0.99975,3.12,8.8,white,7
6.9,101,0.99315,3.21,10.8,white,7
7.3,118,0.9917,3.3,11,white,8
7.3,118,0.9917,3.3,11,white,8
6.6,153,0.99845,3.02,9.3,white,5
9.2,73,0.9921,3.08,10.8,white,5
8.7,169,0.99975,3.12,8.8,white,7
6,105,0.9909,3.31,11.5,white,6
6.9,101,0.99315,3.21,10.8,white,7
8.2,166,0.99855,3.1,9.4,white,5
6.9,117,0.9934,3.27,9.5,white,7
7.7,151,0.9978,3.06,8.6,white,5
6.9,117,0.9934,3.27,9.5,white,7
7.4,116,0.9949,3.49,10.3,white,7
8.2,166,0.99855,3.1,9.4,white,5
8.2,169,0.9986,3.1,9.4,white,5
6.7,149,0.99725,3.17,10,white,7
6.6,166,0.9946,3.18,9.4,white,5
8.1,103,0.99255,3.22,10.4,white,8
7.3,182,0.9996,3.29,9.1,white,7
4.8,163,0.9939,3.36,9.9,white,6
6.2,111,0.99,3.24,12.1,white,6
4.8,163,0.9937,3.35,9.9,white,5
6.1,117,0.9886,3.12,12.5,white,6
6.9,117,0.9934,3.27,9.5,white,7
7.8,143,1,3.24,8.5,white,8
7.3,173,0.9994,3.28,9,white,7
7.3,97,0.9926,3.19,10.1,white,6
6,159,0.9956,3.04,9.4,white,5
7.7,151,0.9978,3.06,8.6,white,5
6.3,125,0.9915,3.06,10.7,white,6
10.3,33,0.9939,2.89,9.6,white,3
7.7,64,0.9932,3.35,10.1,white,5
7.1,141,0.993,3.2,10,white,7
6.9,119,0.9898,3.28,12.7,white,9
6,104,0.9921,3.19,10.2,white,6
6.2,110,0.9932,3.23,8.9,white,6
6.9,111,0.9919,3.41,11.9,white,8
7.1,141,0.993,3.2,10,white,7
8.8,121,0.9953,3.19,9.9,white,6
7.4,125,0.9928,3.13,11.5,white,6
7.4,125,0.9928,3.13,11.5,white,6
6.8,236,0.9976,3.35,9.8,white,6
6.1,105,0.9906,3.4,12.2,white,7
7.3,173,0.9918,3.19,11.4,white,6
6.5,90,0.99185,3.37,11,white,7
7.3,173,0.9918,3.19,11.4,white,6
6.5,90,0.99185,3.37,11,white,7
5,166,0.994,3.3,9.9,white,6
5.8,114,0.9908,3.42,11,white,7
5.9,114,0.9928,3.58,9.4,white,5
7,128,0.9896,3.12,12.2,white,7
5.8,114,0.9908,3.42,11,white,7
5.6,67,0.9918,3.23,10.3,white,6
6.8,242,0.9952,3.22,10.5,white,6
7,87,0.9923,3.08,10.5,white,6
6.6,67,0.9915,3.05,10.9,white,6
6.8,242,0.9952,3.22,10.5,white,6
6.6,145,0.9947,3.32,11,white,7
8,113,0.9983,3.25,9.7,white,6
6.1,229,0.9975,3.08,8.9,white,5
5.9,206,0.995,3.2,9.6,white,6
6.9,159,0.9944,3.02,8.8,white,8
8.4,101,0.994,3.06,11.1,white,4
8.3,72,0.9944,3.08,10.3,white,4
7.1,124,0.9908,3.28,12.2,white,8
8,159,0.99795,3.32,9.8,white,4
7.5,217,0.9985,3.08,8.8,white,5
6.3,144,0.99425,3.15,9.9,white,5
6.2,143,0.99425,3.15,9.9,white,5
6.3,145,0.9943,3.15,9.9,white,5
5.8,30,0.9924,3.36,9.2,white,5
8,88,0.9946,3.24,9.5,white,4
5.6,30,0.9924,3.36,9.2,white,5
7.4,137,0.995,3.36,10.3,white,7
7.7,124,0.9919,2.93,11,white,6
7,107,0.99,3.06,11.9,white,6
8.6,107,0.9923,2.94,10.2,white,7
7,144,0.9956,3.55,9.4,white,7
7.7,153,0.9978,3.13,8.9,white,6
7.7,153,0.9978,3.13,8.9,white,6
6.5,215,0.9967,3.17,10,white,6
7.9,152,0.9934,3.45,10.7,white,8
6.3,100,0.9936,3.28,9.8,white,5
5.4,80,0.9932,3.36,9.3,white,5
6.7,173,0.9934,3.02,9.5,white,7
6.5,179,0.998,3.58,10,white,5
6.1,115,0.9978,3.15,9,white,5
7.7,84,0.9929,3.14,11.9,white,7
6.4,230,0.9974,3.08,8.9,white,5
6.5,225,0.99685,3.18,10,white,6
5.9,205,0.99495,3.26,9.6,white,5
6.2,233,0.99745,3.08,8.9,white,5
6.1,230,0.99505,3.12,8.9,white,5
6.4,67,0.992,3.08,11.4,white,5
6.1,115,0.9978,3.15,9,white,5
6.2,244,0.9956,3.36,10,white,6
7.7,194,0.9982,3.06,9.6,white,7
6.2,197,0.99485,3.14,9.7,white,5
6.3,212,0.9971,3.25,9.5,white,6
5.4,88,0.99265,3.54,10,white,7
6.9,135,0.9904,3.14,12.2,white,7
6.5,131,0.9965,3.28,8.7,white,7
6.7,105,0.9946,3.52,10.2,white,7
8.2,205,0.99965,2.96,9.6,white,5
8.5,147,0.9935,2.96,10,white,5
6.8,57,0.996,3.36,9.5,white,4
7.3,84,0.9942,3.18,11.5,white,5
7.6,134,0.9936,3.08,9.5,white,5
7.6,143,0.9965,3.08,9.8,white,6
6.5,99,0.9928,3.23,10.1,white,6
8.2,117,0.9928,2.99,10,white,5
7.6,143,0.9965,3.08,9.8,white,6
7.6,134,0.9936,3.08,9.5,white,5
7.5,133,0.9938,3.07,9.5,white,5
6.6,79,0.9926,3.39,10.2,white,7
6.6,78,0.9926,3.39,10.2,white,7
7.3,174,0.9983,3.03,9,white,6
7.3,174,0.9983,3.03,9,white,6
8,101,0.992,3.13,12.3,white,7
7.3,174,0.9983,3.03,9,white,6
6.1,112,0.9923,3.37,11.6,white,6
5.9,152,0.9972,3.28,9.5,white,6
8.3,101,0.9928,3.15,11.5,white,5
6.5,188,0.9928,3.13,9.6,white,6
6.8,153,0.9994,3.24,9,white,6
6.5,93,0.991,3.34,12,white,7
5.5,68,0.9906,3.33,11.4,white,7
5.1,102,0.9894,3.38,12.3,white,7
6,110,0.9898,3.32,12.6,white,7
6.8,153,0.9994,3.24,9,white,6
6.5,93,0.991,3.34,12,white,7
7.1,114,0.9925,3.32,11.7,white,6
7.6,111,0.9956,3.12,9.2,white,5
6.6,131,0.9946,3.51,10.3,white,6
6.5,189,0.9966,3.25,8.6,white,5
7.7,155,0.9951,3.39,10.7,white,7
6,54,0.9927,3.12,9.8,white,5
6,55,0.9927,3.12,9.8,white,6
7.7,155,0.9951,3.39,10.7,white,7
5.1,72,0.9894,3.5,12.5,white,6
5.7,77,0.9907,3.41,11.9,white,6
6.9,149,0.9925,3.44,10.8,white,5
6,122,0.9928,3.42,10.5,white,6
7.4,161,0.9941,3.12,10.3,white,6
7.4,163,0.9941,3.12,10.3,white,6
6.9,149,0.9925,3.44,10.8,white,5
7.7,117,0.9935,3.06,12,white,7
8.6,143,0.9932,2.95,10.2,white,6
8.2,69,0.9944,3.14,10.2,white,4
6.5,217,0.9972,3.19,9.9,white,5
7,62,0.994,3.38,10.1,white,4
8.6,187,0.9956,3.25,9.5,white,6
7.8,154,0.9927,3.05,10.5,white,6
6,29,0.9924,3.29,10.4,white,5
6.1,152,0.9966,3.31,9.5,white,6
8,184,0.9997,3.05,9.2,white,6
7.6,165,0.9936,3.05,10.1,white,7
8,84,0.9936,3.15,9.8,white,7
6.4,216,0.9952,3.09,9.4,white,5
6.4,221,0.9952,3.09,9.4,white,6
6.9,136,0.9928,3.31,10.4,white,7
5.8,153,0.9911,3.34,11.3,white,6
6.6,91,0.993,3.42,10.8,white,6
5.8,153,0.9911,3.34,11.3,white,6
5.1,79,0.9932,3.32,9.3,white,5
6.6,199,0.993,3.37,10.3,white,7
8.3,146,0.993,3.08,10.5,white,6
7.6,109,0.9932,3.11,10.3,white,6
7.7,173,0.9932,3.24,11.2,white,7
8.3,98,0.9943,3.15,10.3,white,6
6.2,210,0.9968,3.19,9.5,white,5
6.1,162,0.9994,3.66,8.9,white,5
7.6,113,0.9926,3.03,10.2,white,5
6.8,136,0.9968,2.98,9.2,white,5
7.6,109,0.9932,3.11,10.3,white,6
7.1,157,0.9916,2.95,10.5,white,6
8.3,189,0.9946,3.21,9.5,white,6
8.6,125,0.9925,3.11,11.4,white,7
8.6,125,0.9925,3.11,11.4,white,7
6.8,188,0.9935,3.25,11.1,white,8
7.6,174,0.9962,3.13,10.5,white,6
6.8,185,0.9928,3.51,12,white,6
6.2,123,0.993,3.38,9.7,white,6
6.6,140,0.993,3.32,10.2,white,6
8,60,0.9956,3.09,9.5,white,4
7,128,0.9941,3.41,10.4,white,7
6.3,245,0.9972,3.19,9.3,white,4
7.1,166,0.9948,3.48,10.5,white,6
6.2,232,0.9955,3.35,10,white,6
7.1,234,0.9972,3.49,10.2,white,6
7.1,234,0.9972,3.49,10.2,white,6
7.9,227,0.9983,2.87,9.1,white,3
8.8,148,0.9942,3.16,10.2,white,6
7.5,75,0.9936,3.54,10.7,white,5
7.1,77,0.9956,3.21,9.7,white,5
7.1,104,0.9953,3.37,9.3,white,7
7.5,102,0.9918,3.05,11,white,5
8.2,138,0.995,3.22,10.8,white,4
7.7,75,0.992,3.01,10.7,white,5
7.3,104,0.9952,3.24,10.7,white,4
7.5,243,1.001,2.95,8.8,white,5
7.2,94,0.9924,3.16,10.9,white,7
7.3,92,0.9932,3.14,10.5,white,5
6.5,107,0.9937,3.29,10,white,5
7,61,0.9918,3.07,10.4,white,5
8.3,75,0.9934,3.03,9.2,white,5
6.1,116,0.991,3.31,12.6,white,6
7.3,152,0.9962,3.1,9,white,5
6.9,123,0.9932,3.03,9.2,white,6
7.6,86,0.9908,2.99,11.3,white,5
9.4,119,0.9962,3.12,10.3,white,4
7,61,0.9918,3.07,10.4,white,5
8.6,111,0.9941,2.96,10,white,5
7.5,111,0.9931,3.51,10.7,white,6
7.2,197,0.9981,3.41,9,white,5
7.5,111,0.9931,3.51,10.7,white,6
5.3,166,0.9944,3.3,8.7,white,4
8,121,0.992,3.09,11.6,white,7
7,185,0.9966,3.34,9.4,white,5
6.7,216,0.9956,3.31,9.5,white,5
6.7,202,0.9956,3.3,9.5,white,5
8.1,159,0.9949,3.37,10.9,white,6
8.3,126,1.0002,3.22,9.7,white,5
6.4,172,0.9942,3.08,9.1,white,6
7.5,125,0.9923,3.1,11.1,white,7
8.8,87,0.9917,2.96,12.6,white,7
6.9,147,0.9931,3.35,11,white,6
8,166,0.992,3,11.3,white,7
8.3,126,1.0002,3.22,9.7,white,5
8.2,118,0.9953,2.96,10.9,white,7
7.7,192,0.9951,2.97,10.9,white,5
6.2,186,0.9974,3.17,9.3,white,6
6.4,124,0.9904,3.22,12.7,white,7
7.5,180,0.9974,3.37,10.1,white,6
7.8,132,0.9944,3.18,10,white,5
6.5,197,1.0004,3.49,9.8,white,5
6.3,227,0.9952,3.29,10.1,white,6
6.8,118,0.9956,3.43,9,white,7
6.3,155,0.995,3.28,9.4,white,6
6.3,155,0.995,3.28,9.4,white,6
7.4,190,0.9995,3.03,9.2,white,6
6.3,142,0.9942,3.36,10.1,white,7
7.3,160,0.9977,3.06,8.6,white,5
5.2,128,0.992,3.55,11.2,white,8
7,123,0.992,3.17,11.2,white,8
7.4,190,0.9995,3.03,9.2,white,6
7,127,0.9934,3.19,10.6,white,7
8.3,213,1.0006,3.01,9.3,white,6
7.2,178,0.9982,3.05,8.9,white,6
7.1,156,0.9928,3.42,10.6,white,6
8.4,132,0.9945,3.1,10.6,white,7
7.4,183,0.9963,3.09,8.8,white,5
5.3,97,0.9906,3.59,11,white,8
6.5,139,0.9956,3.32,10.2,white,6
6.3,142,0.9942,3.36,10.1,white,7
6.5,120,0.9962,3.31,10.1,white,6
5.8,120,0.9894,3.39,14,white,7
6.3,155,0.995,3.28,9.4,white,6
6.3,107,0.9908,3.27,11.8,white,6
6.3,148,0.9914,3.44,11.4,white,5
7.9,117,0.9938,3.12,10.7,white,5
7.3,160,0.9977,3.06,8.6,white,5
5.5,191,0.9922,3.51,11.5,white,7
5.2,128,0.992,3.55,11.2,white,8
7.2,87,0.9903,3.3,12.6,white,7
6.1,76,0.9893,3.21,12.6,white,7
9.2,151,0.9952,3.04,9.3,white,4
7.2,87,0.9903,3.3,12.6,white,7
8,96,0.9912,3.06,12.1,white,6
6.5,177,0.9983,3.52,9.9,white,6
7.4,102,0.9937,3.28,10.7,white,5
6.5,26,0.9932,3.26,10,white,4
7,96,0.9928,3.13,10.4,white,8
5.9,64,0.9922,3.29,10.5,white,5
8.1,216,0.9976,3.31,9.7,white,5
5.8,64,0.9922,3.29,10.5,white,5
6.4,138,0.9974,3.28,9,white,5
6.7,106,0.998,3.54,9.2,white,6
6,117,0.9931,3.17,10.1,white,6
6.6,89,0.9911,3.35,11.4,white,7
9.8,124,0.9944,2.93,10.8,white,5
9.6,135,0.9937,2.96,10.9,white,5
6.3,182,0.9974,3.2,9.2,white,6
6.5,166,0.989,3.12,12.9,white,7
6.4,99,0.992,3.23,12,white,7
5.7,100,0.9928,3.27,9.5,white,5
7.9,117,0.9918,3.06,11.8,white,7
6.9,159,0.9936,3.19,9.1,white,6
6.9,128,0.9944,3.2,9.7,white,6
6.8,162,0.9988,3.17,9.1,white,5
8.7,114,0.994,2.99,10,white,5
7.4,127,0.9953,3.25,10.4,white,5
6.7,161,0.9986,3.44,9.5,white,6
6,178,0.9914,3.4,12.3,white,8
6.1,170,0.9934,3.42,11.7,white,8
9.2,133,0.996,3.14,9.5,white,5
9,91,0.9937,2.99,11.5,white,5
8.5,57,0.9921,3.14,10.6,white,6
9.3,146,0.998,3.17,10.2,white,5
9.2,133,0.996,3.14,9.5,white,5
7.2,131,0.9933,3.25,10.5,white,5
7.2,132,0.9933,3.26,10.5,white,5
6.8,223,0.9959,3.14,8.9,white,5
9.1,151,0.9936,3.03,10.6,white,5
8.9,188,0.9953,3.17,9.5,white,5
7,111,0.9938,3.2,10.8,white,6
6.7,220,0.9952,3.14,9.5,white,5
6.9,219,0.9959,3.13,8.9,white,5
6.8,223,0.9959,3.14,8.9,white,5
6.1,79,0.9937,3.31,9.4,white,4
5.3,102,0.992,3.5,10.6,white,6
7.9,171,0.9967,3.47,9,white,4
7.6,172,0.9944,3.42,10.5,white,4
7.8,135,0.9998,3.16,9,white,6
7.8,135,0.9998,3.16,9,white,6
5.7,189.5,0.9942,3.27,9.4,white,6
7.8,135,0.9998,3.16,9,white,6
7.5,153,0.9945,3.29,9.6,white,6
7.8,135,0.9998,3.16,9,white,6
6.6,151,0.9946,3.15,10.2,white,7
5.7,189.5,0.9942,3.27,9.4,white,6
8.2,73,0.9928,3.07,10.4,white,6
6,129,0.9946,3.52,10.4,white,5
6.1,82,0.9927,3.23,9.5,white,5
7.4,113,0.9938,3.22,10.6,white,6
7.2,74,0.9918,3.21,11,white,5
7.5,153,0.9945,3.29,9.6,white,6
7.7,115,0.9966,3.38,9.9,white,6
8.2,118,0.9954,3.14,9.6,white,5
7.6,119,0.9913,3.01,12.8,white,6
7.4,101,0.9931,3.42,11.4,white,5
7.2,214,0.9986,3.41,10,white,6
6.4,173,0.9965,3,9.1,white,5
6.3,198,0.9984,3.36,9.4,white,7
6.8,189,0.9952,3.46,10.2,white,6
9.8,167,0.9956,2.97,9.2,white,5
7.2,109,0.9949,3.23,9.4,white,5
8.2,118,0.9954,3.14,9.6,white,5
7.5,125,0.996,3.12,10.1,white,6
7.4,101,0.9931,3.42,11.4,white,5
6.4,134,0.992,3.21,10.6,white,6
7.9,138,0.9912,3.18,12.8,white,7
6.5,225,0.9978,3.12,8.9,white,5
7.5,184,0.9938,3.09,9.3,white,5
6.6,104,0.9914,3.25,11.1,white,8
7.1,143,0.9932,3.13,9.9,white,6
7.6,55,0.9944,3.1,9.6,white,5
7.6,119,0.9913,3.01,12.8,white,6
6.9,135,0.9948,3.16,10.7,white,7
7.1,107,0.998,2.96,9.2,white,6
7.3,129.5,0.9998,3.36,9.1,white,7
6.2,216,0.9964,3.33,9.6,white,6
7.9,141,0.9992,3.03,9.2,white,6
6.9,135,0.9948,3.16,10.7,white,7
7.3,129.5,0.9998,3.36,9.1,white,7
7.1,107,0.998,2.96,9.2,white,6
7.4,93,0.9939,3,10.7,white,7
6.8,93,0.992,3.3,10.8,white,6
7,75,0.9922,3.3,10.8,white,7
6.4,192,0.9955,3.1,9,white,5
5,97,0.9917,3.48,10.7,white,6
5,97,0.9917,3.48,10.7,white,6
8.9,200,0.9954,3.19,9.4,white,5
7,171,0.9986,2.94,8.8,white,6
6.4,192,0.9955,3.1,9,white,5
6.3,134,0.9917,3.42,11.5,white,6
8,125,0.9907,3.23,12.5,white,6
9.2,59,0.9922,2.96,10.5,white,6
7.3,188,0.9958,3.29,9.7,white,5
7.6,155,0.993,3.23,11.3,white,6
5,97,0.9917,3.48,10.7,white,6
9.7,59,0.9926,2.74,10.8,white,6
8,169,0.9959,3.17,10.6,white,5
8.2,93,0.9906,3.04,11.7,white,8
8,220,0.9993,2.94,9.2,white,5
7.2,126,0.993,3.02,11.1,white,8
8.2,93,0.9906,3.04,11.7,white,8
6.4,217.5,0.992,3.33,11,white,6
5.9,127,0.992,3.51,12.5,white,7
7.6,115,0.994,3.16,10,white,6
8,169,0.9959,3.17,10.6,white,5
7.2,102,0.9908,3.26,12.3,white,7
6.8,87,0.9902,3.14,12.7,white,6
7.2,102,0.9908,3.26,12.3,white,7
6.9,110,0.9943,3.1,10.5,white,5
9.4,109,0.9921,3.23,12.5,white,6
8.3,96,0.9911,3.2,12.4,white,3
